id,carat,cut,color,clarity,depth,table,x,y,z,price
354,0.56,Premium,E,VS2,58.8,59.0,5.45,5.36,3.18,1882
355,1.23,Ideal,I,SI1,62.0,57.0,6.91,6.87,4.27,5855
356,1.08,Premium,G,VS2,62.3,58.0,6.54,6.5,4.06,6532
357,0.7,Premium,D,SI1,61.8,59.0,5.64,5.6,3.47,2355
358,0.3,Premium,G,IF,58.4,62.0,4.43,4.4,2.58,1071
359,1.53,Premium,H,SI1,61.0,61.0,7.45,7.4,4.53,10659
360,2.14,Premium,E,SI2,61.5,58.0,8.31,8.24,5.09,18291
361,1.23,Very Good,F,VS1,59.3,59.0,6.98,7.01,4.15,10609
362,0.52,Very Good,I,SI1,60.3,61.0,5.14,5.2,3.12,1041
363,0.3,Ideal,F,VS2,60.3,57.0,4.34,4.39,2.63,568
364,1.25,Very Good,I,SI2,61.0,60.0,6.93,6.98,4.24,4950
365,0.29,Very Good,F,VS1,59.1,60.0,4.33,4.36,2.57,504
366,0.82,Very Good,J,SI1,62.9,57.0,5.88,5.94,3.72,2313
367,1.05,Premium,G,VS2,62.5,55.0,6.59,6.54,4.1,5927
368,0.36,Ideal,G,VS2,60.6,56.0,4.62,4.67,2.81,664
369,1.51,Premium,H,VVS1,60.6,60.0,7.4,7.42,4.49,12224
370,1.38,Premium,H,SI2,62.1,60.0,7.13,7.08,4.41,6646
371,0.37,Ideal,E,VVS2,61.4,56.0,4.64,4.67,2.86,876
372,0.4,Ideal,F,VVS1,61.7,57.0,4.72,4.75,2.92,1128
373,0.7,Good,D,SI2,63.1,60.0,5.56,5.62,3.53,2221
374,0.34,Ideal,E,VVS1,62.2,56.0,4.44,4.46,2.77,1014
375,1.06,Premium,I,SI1,61.9,59.0,6.52,6.5,4.03,4452
376,1.03,Premium,G,SI1,58.4,58.0,6.66,6.62,3.88,5249
377,1.51,Premium,E,SI1,62.8,59.0,7.3,7.26,4.57,11565
378,1.0,Good,D,VVS2,60.2,62.0,6.42,6.46,3.88,8374
379,0.4,Ideal,H,VS1,61.1,57.0,4.74,4.78,2.91,815
380,1.0,Ideal,F,SI2,61.3,57.0,6.4,6.46,3.94,4425
381,1.21,Premium,F,VVS1,63.0,59.0,6.75,6.7,4.24,11175
382,0.43,Ideal,F,VS2,61.1,56.0,4.88,4.91,2.99,905
383,1.5,Very Good,D,SI1,62.8,58.0,7.28,7.31,4.58,12342
384,0.56,Ideal,D,VS2,61.2,56.0,5.35,5.3,3.26,2066
385,0.41,Ideal,I,VS2,61.4,54.0,4.81,4.83,2.96,625
386,0.34,Good,D,VVS1,57.4,62.0,4.67,4.71,2.69,957
387,0.9,Premium,G,SI1,60.6,61.0,6.21,6.16,3.75,3774
388,2.23,Premium,I,VS2,61.2,58.0,8.43,8.36,5.14,18149
389,0.62,Very Good,G,VS2,63.2,55.0,5.42,5.4,3.42,1815
390,0.3,Premium,D,SI1,59.7,59.0,4.34,4.37,2.6,552
391,1.33,Premium,H,VS2,60.7,59.0,7.08,7.13,4.31,7982
392,1.11,Ideal,J,VS1,61.3,55.0,6.65,6.75,4.11,5012
393,0.33,Ideal,G,VVS1,61.7,55.0,4.48,4.5,2.77,838
394,0.71,Very Good,I,VVS1,63.0,58.0,5.68,5.72,3.59,2456
395,0.34,Ideal,G,VVS1,62.1,57.0,4.47,4.45,2.77,956
396,1.16,Premium,H,SI2,60.2,59.0,6.84,6.78,4.1,4872
397,0.61,Good,G,VS2,59.9,61.0,5.48,5.6,3.32,1668
398,1.87,Ideal,J,SI1,62.3,57.0,7.88,7.82,4.89,10137
399,0.41,Ideal,G,VS2,62.7,56.0,4.71,4.76,2.97,827
400,1.51,Good,G,VS1,63.1,60.0,7.24,7.3,4.59,13686
401,0.51,Premium,F,SI2,58.9,60.0,5.24,5.19,3.07,1195
402,0.72,Ideal,E,SI1,60.8,57.0,5.77,5.8,3.52,3409
403,0.24,Very Good,E,VVS2,62.4,54.0,3.96,3.99,2.48,608
404,0.52,Ideal,D,SI1,61.5,55.0,5.19,5.22,3.2,1600
405,0.7,Ideal,F,VS1,61.6,55.0,5.68,5.71,3.51,3399
406,1.54,Ideal,I,VS2,60.7,56.0,7.51,7.46,4.54,7848
407,0.4,Ideal,D,SI1,60.8,57.0,4.81,4.77,2.91,990
408,0.81,Very Good,E,SI1,61.9,58.0,5.92,5.97,3.68,3243
409,1.16,Very Good,H,SI2,59.6,59.0,6.85,6.87,4.09,4455
410,1.02,Ideal,J,SI1,62.8,54.0,6.46,6.43,4.05,3856
411,1.75,Ideal,I,SI1,61.8,56.0,7.67,7.71,4.75,13393
412,1.18,Premium,I,SI2,61.2,59.0,6.85,6.78,4.17,4460
413,0.4,Ideal,D,SI1,62.5,55.0,4.71,4.73,2.95,741
414,1.03,Ideal,G,VVS1,62.0,56.0,6.54,6.5,4.04,8398
415,1.5,Very Good,J,SI2,58.7,60.0,7.46,7.54,4.4,5902
416,0.31,Ideal,G,IF,61.0,57.0,4.36,4.39,2.67,891
417,0.53,Ideal,F,VS1,61.6,55.0,5.21,5.24,3.22,1619
418,1.03,Premium,J,VS1,61.8,58.0,6.51,6.41,3.99,3957
419,1.0,Fair,H,VS1,57.4,68.0,6.52,6.47,3.73,4368
420,0.7,Very Good,F,VS2,58.9,58.0,5.77,5.8,3.41,2362
421,0.3,Ideal,G,VS1,62.3,56.0,4.29,4.32,2.68,605
422,0.82,Premium,H,SI2,59.5,62.0,6.13,6.07,3.63,2499
423,0.96,Fair,G,SI2,72.2,56.0,6.01,5.81,4.28,2438
424,0.51,Ideal,E,VS1,62.7,56.0,5.1,5.14,3.21,1636
425,0.77,Ideal,F,VS1,61.9,54.0,5.91,5.94,3.66,3750
426,0.42,Very Good,D,SI1,63.0,57.0,4.77,4.81,3.02,756
427,1.61,Ideal,G,SI1,61.2,55.0,7.57,7.62,4.65,11192
428,0.31,Ideal,H,VVS2,62.2,55.0,4.36,4.35,2.71,802
429,1.5,Premium,I,VS1,62.7,59.0,7.3,7.25,4.56,10080
430,0.53,Ideal,E,VVS2,61.9,55.0,5.19,5.22,3.22,2263
431,0.53,Premium,F,VS2,61.4,60.0,5.21,5.18,3.19,1753
432,1.07,Premium,G,VS2,60.9,58.0,6.6,6.56,4.01,6471
433,0.41,Ideal,E,VVS2,62.0,56.0,4.72,4.76,2.94,1187
434,0.8,Very Good,D,VS2,63.1,57.0,5.94,5.89,3.73,3135
435,0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,687
436,0.35,Premium,E,VVS1,61.0,58.0,4.56,4.52,2.77,1116
437,0.7,Good,H,SI2,62.8,57.0,5.58,5.66,3.53,1790
438,0.5,Very Good,I,SI1,63.4,62.0,5.0,4.95,3.15,1073
439,0.41,Premium,E,SI1,61.1,62.0,4.83,4.76,2.93,904
440,0.31,Ideal,D,SI1,61.2,57.0,4.38,4.34,2.67,684
441,3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,9823
442,1.05,Ideal,J,VS1,60.6,56.0,6.59,6.55,3.98,3528
443,1.03,Very Good,G,SI2,63.5,56.0,6.37,6.33,4.03,4413
444,0.56,Very Good,I,VVS1,62.4,56.0,5.24,5.28,3.28,1580
445,2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,15651
446,0.3,Good,I,SI2,63.3,56.0,4.26,4.3,2.71,351
447,0.42,Ideal,G,VVS1,61.1,56.0,4.87,4.82,2.96,1235
448,0.35,Premium,I,VS1,61.8,58.0,4.53,4.5,2.79,709
449,0.32,Fair,D,VVS1,62.4,61.0,4.38,4.44,2.75,875
450,1.33,Premium,H,SI2,61.9,58.0,7.07,7.01,4.36,5214
451,0.72,Ideal,E,VS2,60.8,56.0,5.81,5.84,3.54,3304
452,0.9,Premium,E,SI1,61.9,58.0,6.17,6.1,3.8,4209
453,0.3,Very Good,F,IF,62.4,56.0,4.28,4.31,2.68,886
454,0.34,Ideal,F,VS2,62.1,56.0,4.51,4.47,2.79,880
455,0.36,Ideal,E,SI1,61.9,56.0,4.53,4.58,2.82,631
456,1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,4314
457,0.38,Very Good,E,VVS2,61.8,56.0,4.66,4.68,2.88,1000
458,0.37,Ideal,F,VS1,61.1,57.0,4.65,4.61,2.83,1041
459,0.55,Ideal,H,SI1,62.1,56.0,5.2,5.26,3.25,1319
460,0.34,Premium,H,SI1,60.2,58.0,4.48,4.52,2.71,477
461,1.0,Ideal,D,SI1,63.0,56.0,6.33,6.28,3.97,4592
462,1.46,Ideal,H,SI1,62.4,55.0,7.26,7.22,4.52,8855
463,0.34,Ideal,E,VS1,61.0,57.0,4.52,4.49,2.75,1033
464,1.18,Good,G,SI1,64.2,62.0,6.6,6.51,4.25,4678
465,0.31,Very Good,G,VS1,62.7,54.0,4.35,4.36,2.73,542
466,1.52,Ideal,F,SI2,61.2,57.0,7.45,7.39,4.54,9057
467,1.2,Very Good,E,VVS2,59.5,54.0,6.98,6.96,4.15,12253
468,0.53,Very Good,E,VS1,58.5,61.0,5.28,5.39,3.12,1852
469,0.4,Ideal,G,VVS1,61.5,59.0,4.71,4.75,2.91,1051
470,0.9,Very Good,G,SI2,63.1,58.0,6.08,6.02,3.82,2857
471,0.57,Ideal,G,VS1,61.6,55.0,5.34,5.38,3.3,1815
472,0.85,Ideal,G,SI1,62.1,56.0,6.05,6.1,3.77,3766
473,0.41,Ideal,E,SI1,61.8,56.0,4.77,4.78,2.95,705
474,0.36,Premium,H,SI1,63.0,55.0,4.54,4.51,2.85,648
475,1.01,Premium,G,VS2,59.2,59.0,6.59,6.52,3.88,6108
476,0.54,Ideal,F,VS2,62.2,57.0,5.21,5.24,3.25,1662
477,1.12,Ideal,I,SI1,60.3,57.0,6.74,6.79,4.08,6143
478,0.41,Very Good,E,SI1,60.0,58.0,4.79,4.88,2.9,674
479,1.22,Premium,E,SI2,61.5,58.0,6.86,6.84,4.21,6121
480,0.43,Very Good,E,SI1,63.4,56.0,4.82,4.8,3.05,894
481,1.02,Ideal,G,SI2,62.6,58.0,6.42,6.4,4.01,4363
482,0.5,Good,F,SI2,63.5,58.0,4.98,5.03,3.18,997
483,0.31,Ideal,D,VVS1,60.4,56.0,4.38,4.43,2.66,984
484,0.41,Premium,E,VS1,60.8,59.0,4.82,4.76,2.91,1153
485,0.9,Premium,E,SI1,60.3,60.0,6.27,6.2,3.76,3917
486,0.73,Ideal,E,SI1,62.8,57.0,5.73,5.74,3.6,2728
487,0.33,Ideal,G,VVS2,61.5,56.0,4.49,4.45,2.75,965
488,1.01,Very Good,D,SI2,58.9,56.0,6.55,6.59,3.87,4260
489,0.42,Ideal,F,SI2,61.7,54.0,4.85,4.87,3.0,626
490,0.3,Ideal,I,VVS1,62.1,57.0,4.29,4.34,2.68,540
491,1.01,Premium,H,SI1,60.5,58.0,6.47,6.39,3.89,4578
492,0.5,Very Good,E,SI2,60.6,59.0,5.07,5.12,3.09,1104
493,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1289
494,0.31,Ideal,E,SI1,62.4,57.0,4.34,4.31,2.7,698
495,0.3,Ideal,F,VVS1,61.9,57.0,4.3,4.33,2.67,868
496,0.56,Ideal,G,SI1,62.3,53.0,5.31,5.28,3.3,1591
497,0.37,Ideal,G,VS2,60.5,56.0,4.65,4.68,2.82,809
498,1.0,Very Good,G,VS2,62.4,58.0,6.31,6.38,3.96,6449
499,0.52,Very Good,D,SI1,60.5,61.0,5.19,5.23,3.15,1408
500,0.71,Ideal,G,VS1,61.7,56.0,5.72,5.75,3.53,3431
501,1.71,Premium,J,SI2,62.6,57.0,7.62,7.58,4.76,8540
502,0.25,Premium,H,VVS1,62.7,60.0,4.03,3.98,2.51,577
503,0.5,Fair,G,VS1,65.9,57.0,5.0,4.87,3.25,1373
504,1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,5280
505,0.33,Ideal,I,VS2,61.4,56.0,4.45,4.48,2.74,480
506,0.27,Very Good,G,VVS1,62.9,55.0,4.13,4.15,2.6,566
507,1.03,Ideal,D,SI2,61.8,56.0,6.51,6.46,4.01,4764
508,1.24,Very Good,H,SI2,60.0,58.0,6.99,7.05,4.21,5858
509,1.02,Good,F,SI2,63.8,53.0,6.46,6.37,4.09,4238
510,0.31,Premium,G,VVS1,62.5,57.0,4.4,4.3,2.72,1046
511,0.55,Ideal,E,SI1,61.7,56.0,5.24,5.29,3.25,1551
512,0.61,Ideal,D,SI1,61.6,55.0,5.49,5.51,3.39,1904
513,0.91,Very Good,G,VS2,64.0,56.6,6.09,6.15,3.92,4105
514,0.31,Ideal,D,SI1,61.5,56.0,4.33,4.35,2.67,571
515,1.25,Premium,H,VS1,62.0,59.0,6.88,6.84,4.25,8099
516,0.33,Ideal,H,VS1,61.5,56.0,4.47,4.44,2.74,743
517,0.52,Ideal,F,VS1,62.5,57.0,5.13,5.17,3.22,1588
518,0.41,Ideal,G,VS1,61.9,57.0,4.81,4.76,2.96,961
519,0.35,Ideal,H,VS2,61.7,56.0,4.55,4.59,2.82,571
520,1.22,Very Good,F,SI1,60.5,58.0,6.91,6.97,4.2,7372
521,0.38,Ideal,E,SI1,61.0,56.0,4.68,4.69,2.86,694
522,0.32,Ideal,F,VS2,62.4,55.0,4.43,4.41,2.76,828
523,0.4,Very Good,J,VS1,63.2,57.0,4.73,4.7,2.98,810
524,0.74,Ideal,D,SI2,61.1,57.0,5.81,5.84,3.56,2690
525,0.34,Premium,G,SI1,60.8,59.0,4.56,4.46,2.74,650
526,0.36,Ideal,E,VVS2,61.0,55.0,4.6,4.62,2.81,1131
527,0.41,Very Good,E,SI1,63.2,58.0,4.72,4.68,2.97,904
528,0.71,Fair,D,SI2,64.6,60.0,5.62,5.59,3.62,2198
529,1.74,Premium,D,SI2,61.9,58.0,7.73,7.67,4.77,12052
530,0.56,Ideal,D,VS2,61.0,57.0,5.35,5.28,3.24,2066
531,1.31,Ideal,H,VS1,61.5,56.0,7.06,7.0,4.32,8583
532,0.35,Ideal,G,VS1,62.6,54.0,4.56,4.52,2.84,906
533,1.02,Premium,F,SI2,62.7,59.0,6.38,6.45,4.02,4151
534,0.48,Very Good,E,VS1,62.2,62.0,4.95,4.99,3.09,1644
535,1.01,Fair,D,SI1,62.6,57.0,6.14,6.22,3.87,5628
536,0.83,Very Good,E,SI1,63.8,54.0,5.96,6.04,3.83,3295
537,1.21,Ideal,I,VS1,61.5,56.0,6.83,6.87,4.22,6691
538,0.73,Ideal,G,VVS1,61.7,57.0,5.77,5.8,3.57,4182
539,0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,1789
540,1.01,Premium,F,VS2,61.6,59.0,6.43,6.39,3.95,6707
541,0.38,Very Good,F,VS1,59.7,61.0,4.69,4.73,2.81,988
542,0.31,Premium,D,SI1,60.0,61.0,4.43,4.41,2.65,732
543,0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,3140
544,0.51,Premium,D,SI1,62.0,59.0,5.15,5.11,3.18,1602
545,1.53,Premium,G,VS2,61.3,58.0,7.48,7.4,4.56,12228
546,0.53,Ideal,D,VS2,62.3,56.0,5.17,5.14,3.21,1956
547,1.01,Ideal,G,VS1,61.2,57.0,6.42,6.47,3.95,7290
548,0.9,Very Good,H,VS1,61.7,58.0,6.18,6.26,3.84,4466
549,0.27,Ideal,F,VVS1,62.5,56.0,4.1,4.14,2.57,760
550,0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,1994
551,2.03,Very Good,I,VS2,59.9,57.0,8.14,8.25,4.91,17297
552,1.0,Very Good,G,VS1,62.4,57.0,6.38,6.41,3.99,6642
553,0.52,Very Good,G,VS1,59.1,60.0,5.24,5.19,3.08,1554
554,0.31,Very Good,I,VS1,62.8,57.0,4.28,4.32,2.7,489
555,1.2,Ideal,G,VVS2,62.2,55.0,6.77,6.81,4.23,9407
556,0.91,Premium,G,SI2,59.8,58.0,6.3,6.29,3.77,2813
557,0.31,Ideal,G,VS2,61.1,57.0,4.37,4.4,2.68,562
558,1.26,Premium,I,SI2,60.1,59.0,7.03,6.99,4.21,5080
559,0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,2633
560,1.5,Ideal,F,VS2,60.2,57.0,7.43,7.39,4.46,13653
561,0.5,Good,D,SI1,63.5,57.0,5.05,5.09,3.22,1169
562,2.01,Ideal,F,SI2,62.3,58.0,8.03,8.01,5.0,15955
563,0.51,Ideal,D,VS2,61.5,55.0,5.18,5.13,3.17,1882
564,1.07,Premium,G,VS1,58.6,60.0,6.76,6.65,3.93,6730
565,1.2,Premium,H,SI1,60.8,60.0,6.9,6.85,4.18,6282
566,0.26,Very Good,F,VVS2,59.9,59.0,4.12,4.2,2.49,597
567,0.36,Good,D,VS2,63.4,54.0,4.51,4.57,2.88,739
568,1.04,Ideal,G,VS2,62.6,55.0,6.49,6.45,4.05,6290
569,0.7,Ideal,I,VS2,62.2,55.0,5.66,5.69,3.53,2232
570,0.95,Fair,F,SI2,56.0,60.0,6.62,6.53,3.68,2815
571,1.0,Premium,F,SI1,61.8,58.0,6.44,6.37,3.96,5151
572,0.3,Ideal,F,IF,61.7,58.0,4.3,4.32,2.66,886
573,1.58,Premium,E,VS2,60.1,60.0,7.53,7.54,4.53,14453
574,0.23,Very Good,E,VVS2,63.3,56.0,3.92,3.88,2.47,680
575,0.52,Ideal,F,VS1,61.3,56.0,5.19,5.22,3.19,2123
576,0.71,Premium,D,SI1,61.0,61.0,5.82,5.75,3.53,2863
577,1.2,Very Good,F,VS2,61.1,58.0,6.82,6.86,4.18,8232
578,1.0,Premium,G,VS2,62.0,57.0,6.43,6.37,3.97,6048
579,1.21,Premium,I,SI1,59.3,59.0,6.98,6.95,4.13,5421
580,1.25,Ideal,F,VS1,62.4,57.0,6.9,6.83,4.29,7840
581,0.43,Ideal,E,VS2,62.2,57.0,4.8,4.84,3.0,981
582,0.53,Good,F,VVS2,62.5,65.0,5.11,5.17,3.21,2281
583,1.53,Ideal,I,VS1,61.5,55.0,7.4,7.42,4.56,10560
584,0.5,Good,D,VS1,64.2,55.0,5.01,5.08,3.24,1701
585,0.5,Ideal,E,VS2,62.7,55.0,5.08,5.12,3.2,1451
586,0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,683
587,0.44,Premium,I,VVS1,61.5,58.0,4.95,4.87,3.02,990
588,1.23,Premium,J,VS1,60.1,60.0,6.9,6.95,4.16,5209
589,0.51,Ideal,E,SI1,61.4,56.0,5.14,5.16,3.16,1732
590,0.9,Very Good,D,SI1,62.5,59.0,6.13,6.19,3.85,4466
591,0.23,Premium,E,VVS1,58.6,61.0,4.04,4.02,2.36,680
592,1.8,Ideal,D,SI2,62.9,54.0,7.77,7.74,4.88,7862
593,0.31,Good,E,SI1,63.3,55.0,4.33,4.36,2.75,544
594,1.66,Premium,J,SI1,60.7,58.0,7.72,7.63,4.66,8487
595,0.35,Ideal,F,VS2,61.4,55.0,4.6,4.55,2.81,906
596,0.9,Very Good,F,SI1,63.3,55.0,6.05,6.08,3.84,4004
597,1.71,Very Good,I,SI1,62.4,59.0,7.63,7.6,4.75,10681
598,0.51,Very Good,D,SI1,60.4,61.0,5.09,5.14,3.09,1425
599,0.27,Very Good,D,VVS2,62.3,57.0,4.13,4.15,2.58,622
600,0.8,Ideal,E,SI1,62.3,54.0,5.95,5.97,3.71,3622
601,1.21,Very Good,I,SI1,61.8,59.0,6.75,6.78,4.18,5672
602,0.41,Very Good,F,SI1,62.3,60.0,4.73,4.78,2.96,679
603,2.19,Ideal,H,SI2,62.0,56.0,8.36,8.48,5.22,17433
604,0.4,Good,D,SI2,64.0,56.0,4.64,4.7,2.99,599
605,2.01,Fair,G,VS2,67.5,55.0,7.7,7.79,5.23,17917
606,0.53,Good,H,SI1,63.7,55.0,5.15,5.12,3.27,1242
607,0.34,Premium,H,SI2,58.6,62.0,4.62,4.6,2.7,536
608,0.26,Premium,F,VS1,59.5,58.0,4.22,4.18,2.5,580
609,0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,787
610,1.55,Ideal,J,SI2,62.0,56.0,7.42,7.38,4.59,6805
611,1.52,Premium,G,VS2,62.6,55.0,7.39,7.28,4.59,12958
612,2.08,Premium,I,VVS1,62.2,58.0,8.22,8.18,5.1,15654
613,2.04,Premium,H,SI1,58.1,60.0,8.37,8.28,4.84,18795
614,0.31,Ideal,F,VS2,61.6,55.0,4.38,4.39,2.7,757
615,1.11,Premium,F,VS1,60.7,59.0,6.64,6.61,4.02,7623
616,2.11,Fair,F,I1,67.6,57.0,7.88,7.83,5.31,7019
617,1.09,Premium,E,SI1,62.5,57.0,6.61,6.55,4.11,5640
618,1.34,Very Good,H,SI1,61.6,59.0,7.04,7.09,4.35,7655
619,0.41,Ideal,J,VS1,62.1,56.0,4.79,4.75,2.96,830
620,1.52,Very Good,E,SI1,63.5,58.0,7.36,7.29,4.65,11176
621,1.21,Good,I,VS2,63.4,57.0,6.72,6.79,4.28,5290
622,0.53,Ideal,F,SI2,61.7,56.0,5.23,5.24,3.23,1142
623,1.01,Premium,G,VS2,61.2,58.0,6.49,6.46,3.96,5864
624,0.56,Ideal,F,VVS1,62.1,56.0,5.29,5.3,3.29,2510
625,1.21,Good,E,I1,57.2,62.0,7.01,6.95,3.99,3144
626,0.31,Ideal,H,VVS2,62.2,57.0,4.32,4.36,2.7,625
627,1.02,Ideal,G,VS1,61.6,55.0,6.53,6.46,4.0,7129
628,1.1,Ideal,F,SI1,61.4,55.0,6.65,6.68,4.09,6146
629,2.07,Ideal,I,VS2,60.3,59.0,8.23,8.28,4.98,17045
630,1.21,Ideal,J,SI1,62.7,55.0,6.84,6.79,4.27,5489
631,1.09,Ideal,G,SI1,62.2,56.0,6.6,6.55,4.09,4970
632,1.01,Ideal,G,VS2,62.0,57.0,6.4,6.44,3.98,6295
633,0.41,Ideal,G,VS1,60.8,57.0,4.84,4.8,2.93,961
634,0.3,Very Good,G,SI1,62.9,59.0,4.24,4.28,2.68,447
635,0.32,Ideal,E,VS2,62.1,56.0,4.38,4.41,2.73,702
636,0.24,Very Good,D,VS2,60.2,59.0,4.03,4.04,2.43,419
637,1.25,Premium,I,VS1,60.4,59.0,7.01,6.94,4.21,6664
638,1.54,Ideal,D,SI1,63.0,54.0,7.33,7.28,4.6,10694
639,0.31,Very Good,G,VS2,63.0,54.0,4.33,4.37,2.74,544
640,1.54,Premium,E,SI1,62.7,58.0,7.37,7.3,4.6,10314
641,0.33,Premium,I,SI1,61.3,59.0,4.51,4.46,2.75,572
642,1.18,Very Good,F,SI1,59.9,59.0,6.85,6.87,4.11,6053
643,0.4,Good,D,VS2,61.2,62.0,4.7,4.75,2.89,827
644,0.32,Ideal,F,SI1,60.6,57.0,4.45,4.49,2.71,604
645,0.32,Ideal,G,IF,62.2,54.0,4.42,4.45,2.76,918
646,0.3,Ideal,F,VS2,61.1,56.0,4.36,4.38,2.67,573
647,2.0,Very Good,I,SI2,59.5,61.0,8.16,8.18,4.86,13892
648,0.41,Premium,F,IF,62.6,58.0,4.73,4.76,2.97,1439
649,0.47,Very Good,D,SI2,61.5,55.0,5.0,5.04,3.09,1078
650,0.3,Ideal,G,SI1,62.3,54.0,4.29,4.32,2.68,469
651,0.9,Good,F,VS2,60.0,58.0,6.21,6.26,3.74,4655
652,0.41,Premium,E,VS1,62.2,57.0,4.78,4.74,2.96,1153
653,1.21,Premium,G,VS2,61.0,58.0,6.88,6.82,4.18,8504
654,0.4,Very Good,E,VS2,62.2,56.0,4.72,4.74,2.94,912
655,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,4276
656,1.62,Good,H,VS2,61.5,60.8,7.48,7.53,4.62,12429
657,0.41,Premium,G,SI1,60.3,60.0,4.8,4.76,2.88,923
658,1.51,Ideal,I,SI1,61.8,56.0,7.37,7.34,4.55,10232
659,0.56,Ideal,G,VS2,61.7,56.0,5.3,5.34,3.28,1580
660,1.07,Ideal,E,SI2,62.4,57.0,6.55,6.52,4.08,4698
661,2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,10416
662,0.32,Ideal,H,VS2,63.0,57.0,4.37,4.33,2.74,648
663,0.71,Very Good,E,SI2,61.9,63.0,5.69,5.74,3.54,2256
664,1.47,Very Good,H,SI1,62.9,58.0,7.18,7.23,4.53,8663
665,1.05,Ideal,J,SI2,61.6,57.0,6.55,6.51,4.02,3616
666,0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,644
667,0.85,Ideal,E,SI1,63.0,56.0,6.0,6.04,3.79,4089
668,0.75,Good,F,I1,64.0,59.0,5.78,5.62,3.66,1013
669,1.71,Very Good,J,VS2,62.6,55.0,7.58,7.65,4.77,9170
670,0.3,Premium,H,VVS1,61.8,58.0,4.36,4.32,2.68,878
671,0.8,Very Good,F,VS1,63.8,55.0,5.84,5.89,3.74,3603
672,1.52,Ideal,E,VS2,62.2,57.0,7.34,7.38,4.58,15239
673,0.31,Premium,G,SI1,60.4,58.0,4.42,4.39,2.66,593
674,0.59,Very Good,D,SI1,62.3,54.0,5.38,5.41,3.36,1816
675,0.37,Premium,D,SI1,61.9,59.0,4.65,4.62,2.87,874
676,1.05,Good,E,I1,64.1,58.0,6.46,6.32,4.09,2066
677,0.32,Very Good,G,VS2,62.3,55.0,4.38,4.41,2.73,544
678,1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,9901
679,0.42,Ideal,E,VS2,62.4,55.0,4.79,4.83,3.0,958
680,0.51,Premium,G,VS1,62.3,58.0,5.13,5.08,3.18,1781
681,0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,1069
682,1.54,Good,J,I1,61.7,60.0,7.26,7.32,4.5,4492
683,0.32,Very Good,F,VVS1,62.7,60.0,4.32,4.35,2.72,926
684,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,16241
685,0.55,Premium,E,VS2,59.1,60.0,5.35,5.31,3.15,1664
686,0.91,Good,F,VS1,63.1,59.0,6.14,6.19,3.89,4502
687,0.56,Ideal,G,VS2,60.7,55.0,5.32,5.35,3.24,1662
688,1.51,Premium,H,SI1,60.6,59.0,7.45,7.41,4.5,10519
689,0.73,Premium,E,SI2,60.8,60.0,5.87,5.78,3.54,2409
690,0.31,Premium,H,VVS1,63.0,58.0,4.37,4.33,2.74,907
691,0.91,Very Good,H,VS1,62.7,63.0,6.1,6.03,3.8,4066
692,2.22,Premium,J,VS1,60.0,60.0,8.49,8.43,5.08,18706
693,0.71,Very Good,G,VS2,63.3,56.0,5.67,5.74,3.61,2549
694,0.5,Ideal,H,VS1,61.9,53.0,5.11,5.16,3.18,1370
695,0.54,Ideal,F,VS2,59.8,58.0,5.29,5.34,3.18,1680
696,1.51,Very Good,E,VS2,62.4,58.0,7.26,7.33,4.55,13623
697,1.25,Premium,D,SI2,63.0,62.0,6.86,6.82,4.3,5947
698,0.4,Premium,F,VVS1,61.1,59.0,4.78,4.75,2.91,1323
699,1.21,Ideal,G,VS1,62.2,56.0,6.87,6.85,4.26,9026
700,0.5,Ideal,E,SI1,62.2,57.0,5.06,5.1,3.16,1410
701,1.01,Very Good,E,SI2,63.4,59.0,6.32,6.26,3.99,4299
702,1.01,Very Good,G,SI2,63.2,58.0,6.42,6.35,4.04,3275
703,0.31,Ideal,H,SI1,61.5,56.5,4.34,4.36,2.67,457
704,1.07,Ideal,E,VVS2,62.3,56.0,6.51,6.61,4.09,10133
705,0.91,Very Good,E,SI1,63.5,57.0,6.11,6.07,3.87,4138
706,0.32,Premium,F,VS2,61.3,60.0,4.37,4.4,2.69,645
707,0.53,Ideal,G,IF,62.7,56.0,5.23,5.13,3.25,2137
708,1.0,Good,J,SI2,57.8,61.0,6.54,6.58,3.79,3536
