id,carat,cut,color,clarity,depth,table,x,y,z
380,1.57,Ideal,H,I1,62.8,56.0,7.42,7.36,4.64
381,0.56,Ideal,F,VVS2,62.3,54.0,5.29,5.34,3.31
382,0.9,Very Good,H,VS1,62.7,56.0,6.15,6.2,3.87
383,0.4,Very Good,F,VS1,60.9,61.0,4.75,4.78,2.9
384,1.06,Good,I,SI2,58.7,60.0,6.65,6.71,3.92
385,0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73
386,1.5,Very Good,F,SI2,62.9,55.0,7.26,7.28,4.57
387,0.71,Very Good,E,VS1,63.3,56.0,5.64,5.68,3.58
388,1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78
389,1.12,Ideal,D,SI2,62.6,57.0,6.61,6.65,4.15
390,1.14,Ideal,F,VS1,61.1,55.0,6.74,6.78,4.13
391,0.36,Premium,I,SI1,60.4,60.0,4.58,4.62,2.78
392,1.01,Ideal,H,SI1,62.3,55.0,6.43,6.37,3.99
393,1.06,Ideal,I,SI1,61.8,55.0,6.54,6.57,4.04
394,0.9,Very Good,G,SI1,63.3,56.0,6.08,6.11,3.86
395,0.77,Very Good,J,SI1,61.0,59.0,5.94,5.99,3.64
396,1.51,Ideal,G,IF,61.7,55.0,7.37,7.41,4.56
397,0.4,Very Good,G,SI1,62.8,60.0,4.66,4.7,2.94
398,0.83,Premium,F,SI2,61.4,59.0,6.08,6.04,3.72
399,0.7,Very Good,G,SI1,63.5,56.0,5.64,5.7,3.6
400,0.41,Very Good,E,VS1,62.8,58.0,4.7,4.72,2.96
401,0.31,Premium,G,VVS1,59.5,60.0,4.41,4.39,2.62
402,0.53,Good,E,SI2,63.2,54.0,5.16,5.19,3.27
403,1.04,Ideal,F,SI1,59.9,56.0,6.64,6.58,3.96
404,0.58,Premium,E,SI1,61.6,59.0,5.38,5.33,3.3
405,0.72,Very Good,F,SI1,62.2,59.0,5.72,5.76,3.57
406,0.53,Ideal,G,VVS1,61.3,56.0,5.22,5.26,3.21
407,0.57,Ideal,G,VS1,62.1,56.0,5.33,5.3,3.3
408,1.55,Premium,H,VS2,62.7,57.0,7.42,7.36,4.63
409,0.5,Good,E,VS2,59.8,57.0,5.12,5.18,3.08
410,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91
411,0.42,Ideal,G,VVS2,61.4,54.0,4.81,4.9,2.98
412,1.94,Very Good,I,SI2,63.1,59.0,8.01,7.89,5.02
413,1.5,Premium,D,SI1,62.4,58.0,7.27,7.31,4.55
414,1.05,Very Good,H,VS1,63.4,57.0,6.48,6.45,4.1
415,2.33,Good,G,SI2,63.9,60.0,8.37,8.3,5.32
416,0.3,Premium,F,VVS2,61.4,59.0,4.31,4.36,2.66
417,0.91,Fair,H,SI1,64.4,60.0,6.1,6.07,3.92
418,0.64,Very Good,E,VS2,63.4,54.0,5.52,5.49,3.49
419,0.73,Very Good,F,SI1,61.4,56.0,5.81,5.86,3.58
420,0.57,Ideal,F,VS1,61.4,55.0,5.38,5.39,3.3
421,1.21,Premium,G,VS2,62.2,60.0,6.79,6.75,4.21
422,1.11,Premium,H,SI2,61.5,59.0,6.67,6.63,4.09
423,1.24,Ideal,F,VS2,61.7,53.0,6.93,6.9,4.27
424,0.4,Premium,D,VVS2,62.0,61.0,4.72,4.7,2.92
425,0.32,Very Good,D,SI1,60.0,56.0,4.5,4.53,2.71
426,1.01,Very Good,E,SI1,63.6,56.0,6.3,6.37,4.03
427,1.02,Ideal,E,SI1,62.2,54.7,6.44,6.47,4.01
428,0.5,Fair,G,SI2,65.6,56.0,4.99,4.92,3.25
429,0.74,Ideal,H,SI2,62.1,57.0,5.75,5.81,3.59
430,0.33,Ideal,G,IF,61.9,54.0,4.42,4.46,2.75
431,1.0,Ideal,E,VS2,61.7,54.0,6.41,6.46,3.97
432,0.7,Ideal,E,SI1,62.4,55.0,5.66,5.69,3.54
433,1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15
434,0.51,Premium,E,VVS2,62.1,57.0,5.18,5.15,3.21
435,0.3,Ideal,E,VS1,61.9,58.0,4.27,4.29,2.65
436,0.72,Ideal,I,VS2,61.8,55.0,5.75,5.78,3.56
437,1.51,Premium,D,SI2,61.4,56.0,7.37,7.32,4.51
438,1.01,Ideal,J,SI1,62.8,57.0,6.4,6.44,4.03
439,1.51,Premium,D,SI1,59.6,58.0,7.51,7.48,4.47
440,0.4,Premium,D,SI2,60.4,59.0,4.83,4.8,2.91
441,1.22,Very Good,G,SI1,63.4,57.0,6.74,6.77,4.28
442,1.5,Premium,G,VS2,61.2,61.0,7.34,7.29,4.48
443,0.3,Ideal,G,VVS2,61.1,57.0,4.32,4.35,2.65
444,0.41,Ideal,E,VS1,61.8,57.0,4.79,4.76,2.95
445,0.73,Premium,F,SI2,60.5,57.0,5.84,5.8,3.52
446,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76
447,0.51,Ideal,E,VS2,61.9,55.0,5.17,5.13,3.19
448,0.38,Ideal,F,SI2,60.6,56.0,4.73,4.7,2.86
449,1.01,Good,G,SI2,63.7,59.0,6.31,6.38,4.04
450,0.27,Very Good,E,VVS2,59.4,64.0,4.16,4.19,2.48
451,0.38,Ideal,F,IF,62.2,55.0,4.64,4.66,2.89
452,0.43,Ideal,E,VVS2,60.8,57.0,4.9,4.87,2.97
453,1.0,Ideal,F,VVS2,61.9,57.0,6.47,6.42,3.99
454,0.3,Ideal,H,VS2,61.9,55.0,4.28,4.31,2.66
455,1.09,Ideal,G,VS2,62.3,57.0,6.6,6.57,4.1
456,1.13,Very Good,F,SI1,61.2,59.0,6.72,6.75,4.12
457,0.31,Ideal,E,VS2,60.5,56.0,4.41,4.38,2.66
458,1.24,Premium,F,SI1,61.6,59.0,6.94,6.89,4.26
459,0.51,Ideal,D,VS2,61.0,57.0,5.15,5.18,3.15
460,1.01,Ideal,D,SI1,62.4,54.0,6.52,6.38,4.03
461,2.15,Ideal,H,SI2,61.8,57.0,8.3,8.24,5.11
462,0.5,Ideal,E,VS2,61.4,57.0,5.11,5.08,3.13
463,1.15,Very Good,J,VS2,62.9,57.0,6.73,6.63,4.2
464,1.64,Ideal,I,VS1,62.1,55.0,7.57,7.59,4.71
465,1.51,Very Good,J,SI2,62.8,59.0,7.23,7.26,4.55
466,0.26,Premium,E,VVS1,62.3,60.0,4.09,4.07,2.54
467,1.01,Premium,F,VS2,61.7,58.0,6.47,6.43,3.98
468,1.01,Premium,E,SI1,62.4,58.0,6.37,6.42,3.99
469,1.0,Ideal,E,VS2,61.6,57.0,6.38,6.44,3.95
470,1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56
471,2.03,Good,I,SI1,62.7,61.0,8.04,7.93,5.01
472,0.48,Ideal,H,VS2,62.2,54.0,5.04,5.05,3.14
473,1.01,Very Good,D,VS2,62.2,61.0,6.37,6.43,3.98
474,0.32,Ideal,D,VS2,62.0,55.0,4.41,4.37,2.72
475,0.26,Very Good,E,VS2,59.2,58.0,4.18,4.2,2.48
476,0.53,Ideal,G,SI1,61.8,58.0,5.16,5.19,3.2
477,0.31,Very Good,E,VVS2,64.2,55.0,4.24,4.3,2.74
478,1.05,Ideal,F,VVS2,60.5,55.0,6.67,6.58,4.01
479,1.06,Very Good,F,SI2,61.8,56.4,6.51,6.56,4.04
480,0.32,Premium,G,VVS1,62.6,58.0,4.41,4.38,2.75
481,1.52,Ideal,I,VVS1,61.9,56.0,7.34,7.37,4.55
482,0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88
483,0.32,Ideal,E,VVS2,62.3,55.0,4.37,4.4,2.73
484,1.27,Premium,I,VS1,62.2,59.0,6.87,6.92,4.29
485,1.03,Premium,H,SI1,62.2,60.0,6.43,6.4,3.99
486,0.43,Ideal,H,VS1,61.2,55.0,4.87,4.9,2.99
487,0.41,Ideal,H,SI2,60.8,57.0,4.84,4.8,2.93
488,0.7,Premium,J,VS1,60.9,58.0,5.73,5.66,3.47
489,3.01,Premium,I,I1,62.7,58.0,9.1,8.97,5.67
490,0.9,Very Good,G,IF,63.1,58.0,6.18,6.09,3.87
491,2.0,Premium,I,SI2,61.3,59.0,8.13,8.09,4.97
492,0.31,Ideal,E,VVS1,61.3,56.0,4.38,4.4,2.69
493,0.4,Ideal,G,VS1,61.4,55.0,4.77,4.78,2.93
494,0.34,Ideal,D,SI1,62.3,57.0,4.48,4.44,2.78
495,1.06,Premium,G,VVS2,59.6,58.0,6.65,6.61,3.95
496,1.31,Ideal,I,VS2,61.7,55.0,7.1,7.0,4.35
497,1.3,Premium,I,VS2,60.3,60.0,7.01,6.99,4.22
498,0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68
499,0.25,Ideal,G,VS1,62.6,53.0,4.01,4.07,2.53
500,0.51,Ideal,G,SI1,61.5,55.5,5.13,5.19,3.17
501,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24
502,0.91,Ideal,H,VVS2,61.7,57.0,6.21,6.23,3.84
503,0.38,Premium,I,SI2,60.0,59.0,4.71,4.69,2.82
504,2.24,Premium,J,VS1,60.9,58.0,8.46,8.41,5.14
505,0.59,Premium,G,VS1,62.5,53.0,5.46,5.35,3.38
506,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73
507,0.57,Ideal,F,VS1,62.3,57.0,5.29,5.32,3.3
508,0.3,Ideal,F,SI1,62.0,55.1,4.29,4.32,2.67
509,0.41,Ideal,I,IF,62.6,57.0,4.74,4.78,2.98
510,1.07,Ideal,G,VVS2,62.3,54.0,6.54,6.56,4.08
511,1.1,Premium,D,VVS2,61.7,56.0,6.65,6.64,4.1
512,0.37,Very Good,D,VS2,60.0,57.0,4.7,4.76,2.84
513,1.02,Premium,D,SI2,62.5,59.0,6.38,6.43,4.0
514,0.72,Good,I,VS1,61.3,63.0,5.67,5.75,3.5
515,0.9,Very Good,E,VVS2,63.7,57.0,6.1,6.12,3.89
516,0.41,Ideal,E,VS2,61.8,56.0,4.74,4.78,2.94
517,1.34,Ideal,G,SI2,61.1,56.0,7.11,7.13,4.35
518,0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2
519,0.3,Ideal,G,VVS1,61.7,57.0,4.32,4.34,2.67
520,0.32,Ideal,H,VS2,60.8,56.0,4.46,4.49,2.72
521,0.76,Very Good,F,VS2,62.5,58.0,5.79,5.83,3.63
522,0.4,Very Good,E,SI2,62.9,58.0,4.7,4.74,2.97
523,2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02
524,1.19,Premium,I,VS2,61.7,57.0,6.84,6.77,4.2
525,0.3,Very Good,G,VVS2,61.6,60.0,4.24,4.27,2.62
526,0.51,Premium,G,SI1,62.0,56.0,5.14,5.12,3.18
527,2.05,Very Good,J,VS1,61.4,58.5,8.13,8.16,5.0
528,1.01,Very Good,F,SI2,63.3,57.0,6.39,6.37,4.04
529,0.42,Ideal,D,SI1,62.3,57.0,4.77,4.8,2.98
530,1.29,Ideal,H,SI1,62.6,56.0,6.96,6.93,4.35
531,0.32,Ideal,D,VVS1,61.7,55.0,4.41,4.44,2.73
532,1.04,Ideal,G,SI2,62.0,57.0,6.6,6.53,4.07
533,0.4,Good,D,SI2,64.0,56.0,4.7,4.64,2.99
534,0.33,Very Good,G,VVS2,61.9,58.0,4.39,4.43,2.73
535,1.34,Very Good,G,SI2,63.2,57.0,6.98,6.95,4.4
536,0.31,Ideal,D,VS2,61.5,56.0,4.36,4.35,2.68
537,1.0,Very Good,F,VVS2,63.2,56.0,6.35,6.3,4.0
538,1.3,Very Good,J,VS2,61.6,56.0,7.02,7.07,4.34
539,0.5,Very Good,F,SI1,61.6,60.0,5.07,5.1,3.13
540,0.3,Premium,G,VVS1,62.1,61.0,4.3,4.27,2.66
541,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51
542,0.57,Ideal,I,VS1,61.6,56.0,5.33,5.35,3.29
543,0.32,Ideal,D,VS2,61.5,55.0,4.43,4.45,2.73
544,1.51,Very Good,F,VS2,61.9,63.0,7.35,7.26,4.52
545,2.71,Premium,E,SI2,60.4,59.0,9.13,9.03,5.48
546,0.38,Ideal,D,SI2,61.1,56.0,4.71,4.65,2.86
547,0.55,Ideal,G,VS1,61.3,57.0,5.28,5.25,3.23
548,1.14,Ideal,H,SI1,61.6,56.0,6.72,6.74,4.14
549,0.39,Premium,E,VVS2,59.5,58.0,4.77,4.74,2.83
550,1.0,Very Good,H,VS2,63.3,53.0,0.0,0.0,0.0
551,0.34,Very Good,E,SI1,62.9,55.0,4.47,4.5,2.82
552,1.0,Very Good,G,SI2,60.0,62.0,6.45,6.48,3.88
553,0.34,Ideal,D,VS2,62.9,56.0,4.5,4.44,2.81
554,0.32,Ideal,G,SI2,61.6,56.0,4.4,4.43,2.72
555,0.71,Ideal,G,SI2,61.3,55.0,5.76,5.79,3.54
556,2.03,Good,H,SI2,59.6,61.0,8.16,8.21,4.88
557,0.3,Ideal,G,VVS1,61.8,56.0,4.32,4.36,2.68
558,0.5,Very Good,G,VVS2,61.3,57.0,5.12,5.15,3.15
559,0.38,Ideal,G,VVS2,60.0,56.0,4.72,4.76,2.84
560,0.31,Premium,G,VVS1,63.0,58.0,4.32,4.29,2.71
561,0.39,Ideal,F,VVS2,61.8,55.0,4.68,4.75,2.92
562,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98
563,0.54,Ideal,E,VS2,61.7,55.0,5.24,5.27,3.24
564,0.3,Good,H,SI1,63.1,56.0,4.27,4.29,2.7
565,0.73,Ideal,D,SI1,61.4,57.0,5.76,5.8,3.55
566,0.51,Ideal,E,VVS2,62.5,57.0,5.06,5.12,3.18
567,0.57,Ideal,E,VS2,62.5,56.0,5.3,5.33,3.32
568,0.31,Ideal,H,VS1,61.7,57.0,4.34,4.38,2.69
569,1.08,Very Good,F,SI1,62.9,57.0,6.53,6.54,4.11
570,0.24,Premium,H,VVS2,60.7,58.0,4.07,4.04,2.46
571,1.51,Ideal,H,IF,62.7,56.0,7.26,7.38,4.59
572,1.12,Premium,J,SI1,62.3,57.0,6.72,6.61,4.15
573,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19
574,0.3,Ideal,H,VVS2,62.7,53.0,4.29,4.32,2.7
575,0.38,Very Good,D,VVS2,60.0,62.0,4.7,4.73,2.83
576,0.9,Fair,G,SI2,64.7,58.0,5.94,6.03,3.87
577,0.51,Ideal,H,VVS1,61.8,55.0,5.15,5.18,3.19
578,1.01,Very Good,E,SI1,63.1,60.0,6.37,6.34,4.01
579,0.32,Ideal,H,IF,62.1,54.0,4.41,4.45,2.75
580,0.72,Very Good,J,SI1,62.7,56.0,5.66,5.72,3.57
581,1.11,Ideal,H,SI2,61.2,56.0,6.7,6.69,4.1
582,1.0,Premium,I,SI2,58.2,60.0,6.61,6.55,3.83
583,0.31,Premium,H,VS2,62.2,59.0,4.38,4.34,2.71
584,0.4,Very Good,E,SI1,62.8,59.0,4.67,4.7,2.94
585,0.31,Ideal,G,VVS2,62.7,57.0,4.33,4.31,2.71
586,0.8,Very Good,H,SI1,63.2,54.0,5.93,5.88,3.73
587,1.08,Premium,D,SI2,62.1,58.0,6.62,6.59,4.1
588,0.81,Premium,E,SI1,60.8,59.0,5.95,5.99,3.63
589,0.71,Premium,G,SI1,61.2,61.0,5.71,5.66,3.48
590,0.77,Ideal,H,VS2,60.6,57.0,5.93,5.89,3.58
591,1.52,Ideal,E,VS1,62.4,54.0,7.32,7.39,4.59
592,0.71,Very Good,J,SI2,60.7,61.0,5.75,5.81,3.51
593,0.57,Premium,I,SI2,62.1,57.0,5.33,5.29,3.3
594,0.43,Ideal,F,VVS2,61.8,57.0,4.85,4.83,2.99
595,0.43,Premium,G,VVS1,61.3,57.0,4.87,4.85,2.98
596,0.94,Good,I,SI2,63.8,60.0,6.21,6.14,3.94
597,1.29,Ideal,H,VS1,61.8,56.0,6.97,7.02,4.32
598,0.31,Ideal,D,VS1,62.0,57.0,4.35,4.33,2.69
599,1.19,Very Good,E,SI1,58.0,63.0,6.9,6.97,4.02
600,1.21,Premium,E,SI2,61.0,58.0,6.93,6.88,4.21
601,0.42,Premium,F,VVS2,60.3,59.0,4.83,4.86,2.92
602,1.01,Premium,D,SI1,61.6,60.0,6.47,6.43,3.97
603,0.32,Ideal,F,VS2,61.9,56.0,4.37,4.39,2.71
604,1.2,Ideal,I,VS1,62.1,57.0,6.84,6.8,4.23
605,1.63,Premium,E,VS2,61.8,58.0,7.57,7.49,4.65
606,0.35,Ideal,F,VS2,60.8,57.0,4.56,4.52,2.76
607,0.4,Premium,F,VVS2,59.4,59.0,4.85,4.78,2.86
608,1.04,Ideal,H,VS1,62.7,57.0,6.42,6.46,4.04
609,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61
610,0.33,Very Good,I,VVS2,61.6,57.0,4.43,4.45,2.73
611,1.0,Premium,F,SI1,62.8,59.0,6.36,6.32,3.98
612,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52
613,0.23,Premium,E,VVS1,61.1,60.0,4.01,3.95,2.43
614,1.5,Premium,J,SI2,61.4,61.0,7.36,7.3,4.5
615,0.6,Very Good,G,SI1,61.1,57.0,5.36,5.47,3.31
616,0.3,Very Good,G,VS1,62.4,58.0,4.22,4.24,2.64
617,0.3,Very Good,H,VVS1,63.3,60.0,4.25,4.22,2.68
618,0.57,Ideal,G,VS1,62.0,55.0,5.29,5.35,3.3
619,1.52,Ideal,I,IF,62.2,57.0,7.33,7.27,4.54
620,1.1,Ideal,G,VS2,60.9,56.0,6.68,6.79,4.1
621,0.8,Ideal,E,VS2,62.2,55.0,5.95,5.98,3.71
622,0.9,Ideal,H,SI1,61.5,57.0,6.17,6.23,3.81
623,0.31,Ideal,I,IF,61.3,57.0,4.34,4.4,2.68
624,0.51,Ideal,G,SI1,61.6,56.0,5.19,5.14,3.18
625,0.6,Very Good,D,SI1,60.0,56.0,5.46,5.51,3.29
626,0.38,Premium,I,VS2,61.5,58.0,4.62,4.61,2.84
627,1.05,Ideal,D,SI2,60.2,57.0,6.58,6.65,3.98
628,1.01,Very Good,G,VVS2,63.1,56.0,6.4,6.34,4.02
629,0.4,Ideal,D,VS2,61.5,55.0,4.71,4.75,2.91
630,1.2,Premium,F,SI1,61.0,62.0,6.96,6.81,4.2
631,0.51,Ideal,J,SI1,62.5,58.0,5.11,5.13,3.2
632,0.38,Very Good,I,VS1,62.0,55.0,4.65,4.67,2.89
633,0.32,Premium,E,SI1,61.9,59.0,4.36,4.39,2.71
634,1.71,Ideal,E,SI2,62.7,55.0,7.69,7.62,4.8
635,1.27,Very Good,H,SI1,63.2,56.0,6.92,6.88,4.36
636,0.7,Fair,I,SI2,65.9,58.0,5.46,5.5,3.61
637,1.01,Very Good,H,VS2,63.2,58.0,6.34,6.26,3.98
638,1.23,Premium,H,VS2,62.9,57.0,6.84,6.77,4.28
639,0.76,Ideal,H,VS2,61.9,55.0,5.85,5.88,3.64
640,0.56,Premium,E,VS1,60.1,61.0,5.38,5.31,3.21
641,0.41,Good,E,SI1,63.6,56.0,4.7,4.73,3.0
642,0.41,Premium,G,SI1,62.5,58.0,4.78,4.75,2.98
643,2.01,Premium,G,VS2,60.6,59.0,8.16,8.12,4.93
644,1.53,Premium,I,SI2,62.1,59.0,7.35,7.37,4.57
645,1.0,Very Good,E,I1,62.3,58.0,6.33,6.38,3.96
646,0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91
647,0.3,Ideal,I,VVS1,61.9,57.0,4.31,4.35,2.68
648,0.73,Very Good,F,VVS1,60.6,56.0,5.79,5.83,3.52
649,0.8,Ideal,E,SI1,61.0,57.0,6.0,6.03,3.67
650,1.17,Good,I,SI1,63.6,61.0,6.66,6.64,4.23
651,0.48,Very Good,E,VS1,59.1,62.0,5.14,5.18,3.05
652,0.52,Ideal,F,SI1,62.0,53.0,5.16,5.2,3.21
653,0.91,Very Good,D,SI2,58.3,60.0,6.33,6.4,3.71
654,0.72,Ideal,G,VVS2,61.2,57.0,5.76,5.77,3.53
655,0.41,Very Good,G,VS1,60.0,61.0,4.77,4.86,2.89
656,1.19,Ideal,H,SI2,62.0,57.0,6.77,6.81,4.21
657,0.3,Premium,I,IF,60.5,59.0,4.32,4.34,2.62
658,0.71,Premium,H,SI1,62.5,60.0,5.75,5.68,3.57
659,0.31,Very Good,F,VVS1,61.8,59.0,4.33,4.36,2.69
660,0.56,Ideal,D,SI1,61.4,57.0,5.31,5.34,3.27
661,0.54,Ideal,H,SI2,61.6,56.0,5.25,5.28,3.24
662,0.45,Premium,I,SI1,62.2,58.0,4.89,4.86,3.03
663,0.32,Ideal,G,VS2,61.8,57.0,4.37,4.4,2.71
664,0.5,Premium,G,VVS1,62.3,59.0,5.04,5.01,3.13
665,0.71,Very Good,I,VS1,62.2,59.0,5.7,5.74,3.56
666,0.4,Ideal,E,VVS1,62.6,56.0,4.73,4.7,2.95
667,1.0,Ideal,G,SI1,62.7,56.0,6.39,6.36,4.0
668,1.65,Ideal,G,VS1,62.3,55.0,7.56,7.6,4.72
669,1.71,Premium,H,SI1,58.1,59.0,7.88,7.81,4.56
670,0.58,Ideal,G,SI2,62.1,54.0,5.36,5.39,3.34
671,1.12,Ideal,G,VS1,62.2,56.0,6.71,6.67,4.16
672,1.24,Ideal,F,VVS1,61.2,55.0,6.94,6.98,4.26
673,1.06,Ideal,G,VVS2,61.6,56.3,6.53,6.56,4.03
674,0.82,Premium,F,SI2,59.5,62.0,6.13,6.08,3.63
675,0.7,Ideal,F,VS1,62.4,56.0,5.69,5.65,3.54
676,0.3,Premium,I,VS1,60.8,59.0,4.32,4.3,2.62
677,0.5,Very Good,H,VS1,63.0,56.0,5.02,5.05,3.17
678,1.5,Good,H,VS1,63.4,59.0,7.2,7.29,4.59
679,1.09,Premium,D,SI1,61.6,58.0,6.61,6.57,4.06
680,0.3,Ideal,F,VS2,60.5,56.0,4.37,4.33,2.63
681,1.25,Ideal,G,VVS2,62.2,55.0,6.87,6.93,4.29
682,0.54,Ideal,G,SI1,59.6,59.0,5.34,5.3,3.17
683,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69
684,1.16,Premium,H,SI1,61.2,58.0,6.76,6.81,4.15
685,0.77,Ideal,J,SI1,61.6,55.0,5.87,5.93,3.63
686,0.7,Premium,F,SI1,58.6,59.0,5.83,5.78,3.4
687,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63
688,0.32,Premium,G,SI1,60.9,56.0,4.45,4.41,2.7
689,1.56,Ideal,G,SI1,61.2,56.0,7.49,7.51,4.59
690,2.18,Premium,J,SI2,62.6,58.0,8.25,8.23,5.16
691,1.01,Good,D,SI2,57.6,62.0,6.56,6.66,3.81
692,1.16,Premium,H,SI1,61.2,57.0,6.84,6.76,4.16
693,0.55,Ideal,D,VS2,61.6,56.0,5.25,5.3,3.25
694,0.56,Premium,F,SI2,60.4,60.0,5.35,5.32,3.22
695,0.8,Ideal,D,VS1,62.4,56.0,5.94,5.98,3.72
696,0.4,Ideal,H,SI2,62.2,55.0,4.75,4.77,2.96
697,0.39,Ideal,E,VVS2,61.6,56.0,4.69,4.73,2.9
698,0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51
699,1.08,Premium,G,VS2,62.4,57.0,6.56,6.49,4.07
700,0.73,Premium,H,SI1,62.2,57.0,5.8,5.77,3.6
701,0.7,Good,F,SI1,63.7,58.0,5.62,5.65,3.59
702,1.1,Ideal,F,VS1,61.5,55.0,6.69,6.64,4.1
703,0.36,Very Good,G,VS1,61.4,55.0,4.63,4.65,2.85
704,0.23,Very Good,D,VVS1,62.4,58.0,3.91,3.97,2.46
705,0.38,Ideal,G,SI1,61.6,56.0,4.68,4.63,2.86
706,0.4,Ideal,H,IF,62.7,57.0,4.7,4.68,2.94
707,0.3,Very Good,G,VS2,63.0,55.0,4.29,4.31,2.71
708,0.24,Ideal,G,SI1,62.2,54.0,3.97,4.0,2.48
709,1.07,Premium,F,SI2,61.8,58.0,6.57,6.51,4.04
710,0.51,Ideal,D,VS2,61.6,56.0,5.15,5.17,3.18
711,1.0,Very Good,F,IF,60.1,57.0,6.45,6.52,3.9
712,1.25,Premium,I,VS2,61.0,59.0,6.89,6.98,4.23
713,0.3,Fair,F,VS2,56.3,64.0,4.44,4.39,2.5
714,0.36,Premium,E,VS2,62.0,58.0,4.54,4.56,2.82
715,0.42,Very Good,I,SI1,61.0,55.8,4.83,4.86,2.96
716,0.39,Very Good,G,VS1,60.3,59.0,4.71,4.77,2.86
717,0.35,Ideal,F,VS1,62.4,55.0,4.49,4.52,2.81
718,0.41,Very Good,E,VVS2,63.1,58.0,4.75,4.72,2.99
719,1.01,Premium,E,SI2,62.5,60.0,6.42,6.39,4.0
720,0.27,Good,E,VS1,57.5,63.0,4.24,4.28,2.45
721,0.27,Ideal,E,VS1,61.6,55.0,4.18,4.16,2.57
722,0.4,Ideal,F,VVS2,61.7,55.0,4.74,4.76,2.93
723,0.31,Ideal,F,VS2,62.4,56.0,4.34,4.31,2.7
724,1.0,Very Good,H,SI1,61.8,57.0,6.39,6.42,3.96
725,1.09,Premium,H,SI2,62.5,58.0,6.61,6.55,4.11
726,1.14,Ideal,G,VS2,61.5,57.0,6.72,6.68,4.12
727,0.32,Premium,G,VS2,62.3,58.0,4.36,4.41,2.73
728,0.39,Very Good,D,VVS2,62.9,58.0,4.62,4.66,2.92
729,2.22,Fair,G,SI2,64.4,58.0,8.32,8.15,5.3
730,0.34,Ideal,F,VS2,62.2,55.0,4.47,4.5,2.79
731,1.7,Ideal,J,VS2,62.2,56.0,7.64,7.61,4.74
732,0.7,Ideal,H,SI1,61.4,56.0,5.7,5.76,3.52
733,1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23
734,1.51,Ideal,I,VS2,62.6,56.0,7.32,7.27,4.57
735,1.0,Premium,E,VS2,62.8,62.0,6.29,6.26,3.94
736,1.52,Ideal,I,SI2,61.7,57.0,7.38,7.41,4.56
737,1.37,Ideal,I,SI2,62.2,56.0,7.07,7.14,4.42
738,1.41,Ideal,J,SI1,62.3,55.0,7.18,7.21,4.48
739,0.3,Ideal,D,VVS2,59.4,60.0,4.39,4.47,2.63
740,1.05,Premium,F,SI2,61.7,60.0,6.58,6.49,4.03
741,0.32,Ideal,H,VVS2,62.9,57.0,4.39,4.36,2.75
742,1.0,Fair,G,VS2,64.5,58.0,6.26,6.2,4.02
743,1.01,Ideal,H,SI2,61.3,59.0,6.5,6.46,3.97
744,0.34,Very Good,G,VVS2,60.4,57.0,4.53,4.56,2.74
745,0.24,Ideal,E,VVS1,61.4,57.0,3.99,4.03,2.46
746,1.3,Very Good,F,SI2,61.1,58.0,6.98,7.02,4.28
747,0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91
748,0.73,Ideal,G,SI1,61.4,58.0,5.77,5.79,3.55
749,0.33,Ideal,I,VVS2,62.4,57.0,4.41,4.44,2.76
750,0.7,Premium,F,VS2,61.8,60.0,5.69,5.64,3.5
751,0.26,Very Good,F,VS1,61.9,57.0,4.11,4.14,2.55
752,0.58,Ideal,E,SI1,61.6,55.0,5.38,5.33,3.3
753,2.12,Premium,I,SI2,60.6,59.0,8.27,8.3,5.02
754,0.45,Ideal,E,VVS2,61.9,56.0,4.91,4.95,3.05
755,0.43,Very Good,G,VVS1,60.7,57.0,4.87,4.89,2.96
756,0.71,Premium,D,SI1,59.7,59.0,5.8,5.82,3.47
757,1.21,Premium,G,SI1,59.5,62.0,6.65,6.57,3.84
758,0.81,Very Good,F,SI2,63.2,58.0,5.91,5.92,3.74
